2,0.5005509362944004
3,0.5140132259413305
4,0.5442760942760942
5,0.5343993712049268
6,0.03184312963724728
7,0.6632993035770813
8,0.10909497184006989
9,0.5834737309410513
10,0.15888468225069532
11,0.794232197541021
12,0.40386658397279307
13,0.6303836822219175
14,0.3982039474686534
15,0.6472286337482416
16,0.4430166526163258
17,0.690012746875492
18,0.45488246170435714
19,0.743391726888459
20,0.45208188386292963
21,0.8279800476695902
22,0.5635338638606613
23,0.5653366030000017
24,0.6737580366256837
25,0.48900021244792485
26,0.707781709333997
27,0.4443816728538951
28,0.809175803620248
29,0.6183301296863388
30,0.6167752182458065
31,0.6248996585597891
32,0.549213752236628
33,0.6131634871422453
34,0.5820041795531992
35,0.6114115323674146
36,0.798888034018753
37,0.4742860882158268
38,0.7969683321399007
39,0.5093033146954715
40,0.8333706598412481
41,0.5386046445686968
42,0.8665760059959408
43,0.6277252582808138
44,0.8650320449340057
45,0.6969170293516699
46,0.82470035108924
47,0.5416886943847729
48,0.7003236551030669
49,0.5617974617974618
50,0.6474161444341183
51,0.6079457216712117
52,0.6213456206103265
53,0.6466459678060984
54,0.6145363260559339
55,0.6407380428213761
56,0.6457993395493395
57,0.4972664680998014
58,0.8717035551594375
59,0.621586539519546
60,0.8619229732383328
61,0.6660506629052381
62,0.7905703380376584
63,0.6603019257431022
64,0.6321762221680522
65,0.6756298319206816
66,0.6106881937355794
67,0.6771991428445677
68,0.606385139309976
69,0.6857297734340216
70,0.6023178195563818
71,0.71107630266127
72,0.5871777414669571
