0,fedgsl,gnn_fedgsl_gcn,1,computers,5,256,0.5,3,0.03,0.0005,0.8666484306128739,276.8499741256237,0.03,64,64,64,20,512
1,fedgsl,gnn_fedgsl_gcn,1,computers,5,256,0.5,3,0.03,0.0005,0.8744552362448321,297.6183710336685,0.03,64,64,64,20,512
2,fedgsl,gnn_fedgsl_gcn,1,computers,5,256,0.5,3,0.03,0.0005,0.8691247033556456,292.1259171903133,0.03,64,64,64,20,512
3,fedgsl,gnn_fedgsl_gcn,1,computers,5,256,0.5,3,0.03,0.0005,0.8645214718209921,309.4444732427597,0.03,64,64,64,20,512
4,fedgsl,gnn_fedgsl_gcn,1,computers,5,256,0.5,3,0.03,0.0005,0.8648104836006304,278.8944049060345,0.03,64,64,64,20,512
0,fedgsl,gnn_fedgsl_gcn,1,computers,5,256,0.5,1,0.01,0.0005,0.5700634123510441,1062.0383366584779,0.01,256,256,64,20,256
1,fedgsl,gnn_fedgsl_gcn,1,computers,5,256,0.5,1,0.01,0.0005,0.5674279610585474,1028.2517119407653,0.01,256,256,64,20,256
2,fedgsl,gnn_fedgsl_gcn,1,computers,5,256,0.5,1,0.01,0.0005,0.5678014130095408,1036.1762246847152,0.01,256,256,64,20,256
3,fedgsl,gnn_fedgsl_gcn,1,computers,5,256,0.5,1,0.01,0.0005,0.5631321147049582,1088.9799446821212,0.01,256,256,64,20,256
4,fedgsl,gnn_fedgsl_gcn,1,computers,5,256,0.5,1,0.01,0.0005,0.5674311624139058,1083.4164341688156,0.01,256,256,64,20,256
0,fedgsl,gnn_fedgsl_gcn,1,computers,5,64,0.5,3,0.01,0.0,0.8907028187525465,475.6359511852264,0.01,256,64,64,20,256
1,fedgsl,gnn_fedgsl_gcn,1,computers,5,64,0.5,3,0.01,0.0,0.8890770294380287,450.6816093325615,0.01,256,64,64,20,256
2,fedgsl,gnn_fedgsl_gcn,1,computers,5,64,0.5,3,0.01,0.0,0.8909448657521493,589.1240557432175,0.01,256,64,64,20,256
3,fedgsl,gnn_fedgsl_gcn,1,computers,5,64,0.5,3,0.01,0.0,0.893921466004142,348.32612402439116,0.01,256,64,64,20,256
4,fedgsl,gnn_fedgsl_gcn,1,computers,5,64,0.5,3,0.01,0.0,0.8876477866246132,452.1614362835884,0.01,256,64,64,20,256
0,fedgsl,gnn_fedgsl_gcn,1,computers,5,64,0.0,3,0.01,0.0,0.8795860152050068,387.40345242023466,0.01,64,64,64,15,256
