seed,method,model,batch_size,datasets,client_num,hidden,dropout,local_updates,lr,weight_decay,test_acc,val_loss,group,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.828313648,13951.16926,186,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.815751271,20638.24103,186,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.794884389,44501.67875,186,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.793914225,13880.69149,186,
,,,,,,,,,,,0.804168304,186 平均值,186,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.791064407,115755.4726,143,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.807405032,148657.9875,143,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.801655636,72395.20969,143,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.78395768,120527.2169,143,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.836261804,53730.85,143,
,,,,,,,,,,,0.804068912,143 平均值,143,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.795033991,1858.190142,22,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.811477989,629.1361072,22,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.800190437,1525.197532,22,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.803328544,1015.401348,22,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.809846815,1962.817561,22,
,,,,,,,,,,,0.803975555,22 平均值,22,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.782011894,3643.194866,79,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.810543138,600.8870487,79,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.806744986,1054.698517,79,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.821021042,1429.744251,79,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.797397764,800.9966119,79,
,,,,,,,,,,,0.803543765,79 平均值,79,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.793082747,127309.551,46,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.814016725,72071.10235,46,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.800530412,108423.5489,46,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.777851937,158923.7999,46,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.827193881,56954.46332,46,
,,,,,,,,,,,0.80253514,46 平均值,46,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.771514086,9331.980972,30,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.80430866,9831.80844,30,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.816385955,5853.482073,30,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.811973023,4658.998296,30,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.808251919,4800.933902,30,
,,,,,,,,,,,0.802486728,30 平均值,30,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.811054545,1174.284251,21,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.794982305,1168.865221,21,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.820587646,493.0860926,21,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.790057966,1555.938914,21,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.794574271,1479.371746,21,
,,,,,,,,,,,0.802251346,21 平均值,21,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.789191174,174759.2716,47,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.803926951,105128.6486,47,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.789129536,84265.84024,47,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.782956696,134539.0278,47,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.845614485,60287.06429,47,
,,,,,,,,,,,0.802163768,47 平均值,47,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.818342656,950.9446373,168,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.805175451,837.8861809,168,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.803988589,507.1445224,168,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.782671939,678.2497583,168,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.797227295,325.9265618,168,
,,,,,,,,,,,0.801481186,168 平均值,168,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.799472285,732.8869043,75,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.787569953,1455.801012,75,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.812943187,847.172071,75,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.787111196,1081.740312,75,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.818620993,1716.534609,75,
,,,,,,,,,,,0.801143523,75 平均值,75,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.799782403,192475.0927,42,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.810471547,67772.29832,42,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.78467487,154396.6696,42,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.821506124,69290.57613,42,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.78774588,52746.71779,42,
,,,,,,,,,,,0.800836165,42 平均值,42,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.81861104,2679.936317,85,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.795493712,2615.004916,85,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.788861152,2229.430727,85,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.823008563,2070.056487,85,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.777470227,3726.209575,85,
,,,,,,,,,,,0.800688939,85 平均值,85,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.795839144,5808.362199,137,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.816391412,33563.3641,137,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.817346167,31338.41508,137,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.792736352,35782.61107,137,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.779508471,109947.0941,137,
,,,,,,,,,,,0.800364309,137 平均值,137,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.806961684,818.1776617,115,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.815482886,3485.697883,115,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.79850212,2374.702972,115,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.793759166,6716.069122,115,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.786383091,5645.00714,115,
,,,,,,,,,,,0.800217789,115 平均值,115,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.794817293,16722.06422,82,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.777851937,4972.018072,82,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.809145035,11810.9228,82,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.816071341,5370.989285,82,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.801960297,13679.9343,82,
,,,,,,,,,,,0.799969181,82 平均值,82,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.801387252,14561.82269,90,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.761676323,9558.763602,90,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.817139421,19662.71195,90,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.823317718,14279.94656,90,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.792979374,18551.10802,90,
,,,,,,,,,,,0.799300018,90 平均值,90,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.814259747,53143.03765,43,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.793985815,169712.7504,43,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.791064407,122571.8473,43,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.81907975,70544.24335,43,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.777521914,95623.60059,43,
,,,,,,,,,,,0.799182327,43 平均值,43,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.817547455,1802.67037,118,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.798337109,5082.328678,118,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.7954157,1527.816287,118,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.802497066,1264.446858,118,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.781701775,1679.679293,118,
,,,,,,,,,,,0.799099821,118 平均值,118,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.796065794,2277.702341,114,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.796092119,1580.169282,114,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.810584872,2360.219617,114,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.792789001,2083.537714,114,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.79935896,1844.44336,114,
,,,,,,,,,,,0.798978149,114 平均值,114,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.796489238,8083.438544,26,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.811813469,4520.26394,26,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.807456718,4149.194562,26,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.79509563,8124.04402,26,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.783028287,9852.864452,26,
,,,,,,,,,,,0.798776668,26 平均值,26,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.786104755,12759.8638,126,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.821774508,1299.426627,126,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.785567986,6492.306953,126,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.803658566,5735.700714,126,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.792536026,4229.638367,126,
,,,,,,,,,,,0.797928368,126 平均值,126,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.798162145,7908.756378,179,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.813774665,7554.586906,179,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.791999258,11843.44813,179,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.780123251,18218.54596,179,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.803338496,15095.13148,179,
,,,,,,,,,,,0.797479563,179 平均值,179,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.799957367,108641.7285,139,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.800649195,129765.4065,139,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.806615288,76878.33978,139,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.804907067,64991.03568,139,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.772380877,218812.7124,139,
,,,,,,,,,,,0.796901959,139 平均值,139,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.791689139,2431.817213,23,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.80276545,2826.84473,23,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.80562522,2278.410879,23,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.792633942,1978.833467,23,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.791462489,2533.371795,23,
,,,,,,,,,,,0.796835248,23 平均值,23,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.791446116,4780.988158,92,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.772617479,7852.275152,92,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.832143582,6918.209016,92,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.794584223,8215.185719,92,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.788628081,3535.968229,92,
,,,,,,,,,,,0.795883896,92 平均值,92,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.796437551,9175.979312,123,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.836494875,4052.495692,123,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.76597593,9452.367057,123,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.78404468,9155.875301,123,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.79387249,8668.632409,123,
,,,,,,,,,,,0.795365105,123 平均值,123,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.77564226,1204.768104,74,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.803260484,1016.141747,74,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.802393693,1151.683628,74,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.800174065,1895.562374,74,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.792164269,688.2939953,74,
,,,,,,,,,,,0.794726954,74 平均值,74,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.798058772,7356.269576,32,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.819807855,2526.006352,32,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.756969646,1387.891516,32,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.799947415,2811.797158,32,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.794677643,4446.534335,32,
,,,,,,,,,,,0.793892266,32 平均值,32,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.796427599,3925.549467,36,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.794677643,2437.217052,36,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.786001382,6154.7075,36,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.777062193,3320.037882,36,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.812917826,2621.633936,36,
,,,,,,,,,,,0.793417329,36 平均值,36,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.791410803,1736.062726,119,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.794130923,1625.421597,119,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.778058682,4016.665798,119,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.794610547,3532.092779,119,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.808546628,1416.30509,119,
,,,,,,,,,,,0.793351517,119 平均值,119,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.786471054,103568.5619,142,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.802574114,43156.92346,142,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.789495836,100082.0541,142,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.765995834,157381.6038,142,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0.0005,0.819524061,96702.29152,142,
,,,,,,,,,,,0.79281218,142 平均值,142,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.792494292,12355.50892,127,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.787266255,10518.09115,127,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.813289583,3528.234087,127,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.781025357,10916.73896,127,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.789449607,8221.839802,127,
,,,,,,,,,,,0.792705019,127 平均值,127,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.767224431,6139.806497,124,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.812587803,1149.959601,124,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.776328631,3926.266283,124,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.800035378,1814.271896,124,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.80360688,1561.472887,124,
,,,,,,,,,,,0.791956624,124 平均值,124,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.795674133,2833.403078,25,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.802497066,2311.743911,25,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.785402975,2883.618426,25,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.781773365,5694.356709,25,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.793810852,2057.017283,25,
,,,,,,,,,,,0.791831678,25 平均值,25,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.82278095,1519.055676,176,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.74656879,2748.286702,176,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.791106142,3413.106551,176,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.810931268,3559.510521,176,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.785774732,1771.189803,176,
,,,,,,,,,,,0.791432376,176 平均值,176,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.819859541,3761.004665,27,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.788055035,7659.506037,27,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.783096346,6342.757806,27,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.770842162,18220.84643,27,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0.0005,0.794089188,12048.21186,27,
,,,,,,,,,,,0.791188455,27 平均值,27,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.806181893,41005.74661,40,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.768230872,45769.36306,40,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.807220116,16001.12876,40,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.783549646,21627.2859,40,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.775885283,35016.40727,40,
,,,,,,,,,,,0.788213562,40 平均值,40,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.787111196,35224.17577,45,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.765810919,49666.56261,45,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.789547522,19813.77477,45,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.800329124,60201.69405,45,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0.0005,0.798084134,42040.51446,45,
,,,,,,,,,,,0.788176579,45 平均值,45,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.785671359,28875.77134,39,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.792907784,7710.25978,39,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.773258584,43767.51401,39,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.804386671,15065.50084,39,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.784179835,39225.23626,39,
,,,,,,,,,,,0.788080847,39 平均值,39,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.76705942,5418.510375,83,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.788706092,10039.93246,83,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.799880319,14035.17404,83,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.7855163,20818.61757,83,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0,0.794409259,22941.12664,83,
,,,,,,,,,,,0.787114278,83 平均值,83,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.781155054,7106.641598,37,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.803348448,2172.846464,37,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.771612001,4296.770838,37,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.783834403,3014.298452,37,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.25,0,0.794192561,1839.636866,37,
,,,,,,,,,,,0.786828493,37 平均值,37,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.763740892,1860.358967,180,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.810827895,1498.373292,180,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.804525358,2767.746837,180,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.804179925,3850.46238,180,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0,0.74872678,1691.807266,180,
,,,,,,,,,,,0.78640017,180 平均值,180,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.801960297,4708.155766,129,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.813263258,3743.954316,129,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.792319329,6848.786817,129,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.76087117,27390.13415,129,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.25,0,0.761624637,10333.91288,129,
,,,,,,,,,,,0.786007738,129 平均值,129,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.803457278,7342.149316,185,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.794399307,3686.749502,185,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.783054612,11202.51175,185,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.770822258,6558.34062,185,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.771585676,7508.180982,185,
,,,,,,,,,,,0.784663826,185 平均值,185,
