seed,method,model,batch_size,datasets,client_num,hidden,dropout,local_updates,lr,weight_decay,test_acc,val_loss,group,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.823023972,374.6873118,65,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.83011529,781.8146739,65,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.810141525,522.2231491,65,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.830471637,629.6754753,65,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.822383831,623.7305667,65,
,,,,,,,,,,,0.823227251,65 平均值,65,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0.0005,0.818507668,89.67743572,57,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0.0005,0.822383831,131.8808976,57,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0.0005,0.809526745,115.8643339,57,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0.0005,0.833418407,91.09191458,57,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0.0005,0.83197857,108.1041185,57,
,,,,,,,,,,,0.823163044,57 平均值,57,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0.0005,0.831328477,117.37679,61,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0.0005,0.827663554,111.9166925,61,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0.0005,0.817242794,102.1720528,61,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0.0005,0.826977183,107.1906937,61,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0.0005,0.812179769,120.4135661,61,
,,,,,,,,,,,0.823078355,61 平均值,61,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.823777439,110.0859678,52,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.821991206,105.882705,52,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.821800833,95.72653306,52,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.825805731,112.0245068,52,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.820102564,126.7824031,52,
,,,,,,,,,,,0.822695555,52 平均值,52,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0.0005,0.826430463,116.5813199,13,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0.0005,0.816019655,126.3895959,13,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0.0005,0.818724365,108.6850535,13,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0.0005,0.830703745,135.2223968,13,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0.0005,0.820969355,180.7945007,13,
,,,,,,,,,,,0.822569517,13 平均值,13,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.811988433,691.430427,72,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.823612427,454.0110301,72,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.82702887,818.4384078,72,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.838698131,728.8792334,72,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.807281755,925.9737903,72,
,,,,,,,,,,,0.821721923,72 平均值,72,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.819746216,108.3057479,147,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.813351221,210.1611453,147,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.824314207,148.631491,147,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.831710186,92.13496678,147,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.819194038,102.0937602,147,
,,,,,,,,,,,0.821663174,147 平均值,147,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.833418407,4064.760728,89,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.817346167,6353.966005,89,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.839069888,8637.950738,89,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.791157828,2639.274542,89,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.827142195,6933.21747,89,
,,,,,,,,,,,0.821626897,89 平均值,89,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.802548752,166.20938,103,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.825893694,97.50547507,103,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.835385061,124.6302457,103,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.823612427,106.3362428,103,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.81967912,147.051174,103,
,,,,,,,,,,,0.821423811,103 平均值,103,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0.0005,0.825103951,101.5215962,109,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0.0005,0.81080157,94.36520222,109,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0.0005,0.813506281,106.4048293,109,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0.0005,0.833573467,135.2453976,109,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0.0005,0.823674066,128.1387603,109,
,,,,,,,,,,,0.821331867,109 平均值,109,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.828303695,804.1668312,166,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.811529675,1053.635103,166,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.821429076,774.6174315,166,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.821584135,1452.077685,166,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.821160692,1088.220716,166,
,,,,,,,,,,,0.820801455,166 平均值,166,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.819999191,1235.835609,71,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.815984341,1387.11253,71,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.826533836,906.6829002,71,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.822858961,1083.432172,71,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.81829097,1145.355623,71,
,,,,,,,,,,,0.82073346,71 平均值,71,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.818022585,543.6373525,68,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.821377389,678.3053352,68,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.82773065,545.5518633,68,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.816582748,910.3056362,68,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.817692563,542.7238592,68,
,,,,,,,,,,,0.820281187,68 平均值,68,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.787456628,8468.727283,189,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.830605829,11577.28932,189,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.824437484,12553.92732,189,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.827973673,7638.032645,189,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.830538733,6732.777912,189,
,,,,,,,,,,,0.82020247,189 平均值,189,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.8278703,766.7426422,66,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.826698847,1548.698908,66,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.817831249,614.7610652,66,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.805713183,1326.598674,66,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.822590576,1944.56111,66,
,,,,,,,,,,,0.820140831,66 平均值,66,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.828365334,7517.578154,188,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.849185986,7383.433988,188,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.804076552,4685.132849,188,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.833738478,4297.242884,188,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.25,0.0005,0.785315011,6590.315819,188,
,,,,,,,,,,,0.820136272,188 平均值,188,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.829795219,244.865394,117,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.834951665,488.00403,117,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.811694687,928.4314736,117,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.82464423,1213.301361,117,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0,0.799168586,918.5440912,117,
,,,,,,,,,,,0.820050877,117 平均值,117,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.817077783,151.6334446,151,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.821057319,100.7538548,151,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.809361733,111.2127213,151,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.808406979,147.7134389,151,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.84325617,98.42477843,151,
,,,,,,,,,,,0.819831997,151 平均值,151,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.834146512,345.5971739,77,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.807818523,494.6190758,77,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.830775335,367.6957398,77,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.791921247,490.2211586,77,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.834373162,406.3658541,77,
,,,,,,,,,,,0.819806956,77 平均值,77,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.82974899,101.4226814,51,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.803405592,177.5255792,51,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.814683191,135.1742674,51,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.838523167,101.3901841,51,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.812664851,191.4086114,51,
,,,,,,,,,,,0.819805158,51 平均值,51,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.820040925,1375.427654,162,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.816531062,1187.995916,162,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.818404295,857.5027041,162,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.82478388,1884.398492,162,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.817372492,1664.733868,162,
,,,,,,,,,,,0.819426531,162 平均值,162,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.840448086,3080.240512,122,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.847044369,1802.669528,122,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.791756235,7161.330575,122,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.789077849,4507.135228,122,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.1,0.0005,0.82773065,3760.375045,122,
,,,,,,,,,,,0.819211438,122 平均值,122,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.82502594,107.3401743,99,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.80939801,114.454781,99,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.817831249,130.7349391,99,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.829135173,97.8864887,99,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.814424759,126.0000308,99,
,,,,,,,,,,,0.819163026,99 平均值,99,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.827132243,116.4661588,100,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.821021042,116.8882817,100,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.806683348,100.7147791,100,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.82394245,107.2822837,100,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.816964458,122.2003411,100,
,,,,,,,,,,,0.819148708,100 平均值,100,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.822156218,104.4586454,97,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.803121798,120.1681652,97,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.815787547,90.2874558,97,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.830270349,114.961951,97,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0,1,0.01,0,0.820370948,121.8414455,97,
,,,,,,,,,,,0.818341372,97 平均值,97,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.83436321,460.7177275,164,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.814043049,582.3540553,164,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.811643,413.6424226,164,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.809320962,586.287003,164,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.822322192,442.2048695,164,
,,,,,,,,,,,0.818338483,164 平均值,164,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.823725752,113.821674,148,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.819807855,109.111581,148,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.806683348,94.72709403,148,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.827617325,116.1357104,148,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.81366134,126.871909,148,
,,,,,,,,,,,0.818299124,148 平均值,148,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.80715302,1057.727532,167,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.833981501,971.3257499,167,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.809986465,1827.971935,167,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.809630118,1527.329222,167,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.830218663,1280.119749,167,
,,,,,,,,,,,0.818193953,167 平均值,167,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.814053001,459.8665838,64,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.816210991,418.0825556,64,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.820355539,793.856389,64,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.835013304,690.6165427,64,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.805140138,1208.174816,64,
,,,,,,,,,,,0.818154595,64 平均值,64,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.827885709,97.95468807,50,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.806683348,128.029894,50,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.797702425,134.5162495,50,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.82015425,134.018508,50,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.01,0,0.836763259,89.43519511,50,
,,,,,,,,,,,0.817837798,50 平均值,50,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.808504894,1251.677704,17,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.81402764,1140.080464,17,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.831493488,817.4006405,17,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.831710186,778.24034,17,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.1,0,0.800401678,1029.752745,17,
,,,,,,,,,,,0.817227577,17 平均值,17,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.828778826,116.1600049,4,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.821567763,132.0539049,4,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.808763326,100.4474897,4,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.812283142,136.5675387,4,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.812969512,102.1543111,4,
,,,,,,,,,,,0.816872514,4 平均值,4,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.818497716,2236.119692,67,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.806683348,2022.163352,67,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.813011246,1545.218018,67,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.823927041,925.2691981,67,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0,0.821965845,714.4979084,67,
,,,,,,,,,,,0.816817039,67 平均值,67,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.818672679,119.4368771,3,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.819044436,100.7657282,3,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.81095663,141.1318123,3,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.824262521,133.608483,3,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.810584872,126.4603993,3,
,,,,,,,,,,,0.816704228,3 平均值,3,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.806848359,900.1392899,165,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.821377389,444.9745795,165,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.834424849,581.7813609,165,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.812691176,870.6133997,165,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0,0.807906487,364.7997959,165,
,,,,,,,,,,,0.816649652,165 平均值,165,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.80878323,488.5888744,172,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.830053651,216.7720732,172,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.843359543,410.7860541,172,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.795379424,280.8479028,172,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.805020392,330.255583,172,
,,,,,,,,,,,0.816519248,172 平均值,172,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.808029764,961.287288,170,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.8079418,1801.604166,170,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.840128015,2097.82176,170,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.808989976,941.2870841,170,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.816871037,1593.551608,170,
,,,,,,,,,,,0.816392118,170 平均值,170,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.821594087,95.15349295,149,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.816437641,94.53713187,149,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.807446766,120.123164,149,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.83367684,109.5044972,149,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.01,0,0.802548752,104.6071718,149,
,,,,,,,,,,,0.816340817,149 平均值,149,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.81697441,2607.458479,175,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.822832636,1310.510703,175,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.818672679,763.9689904,175,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.812231455,1839.563874,175,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.809588383,1899.463768,175,
,,,,,,,,,,,0.816059913,175 平均值,175,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.810533186,1273.646976,171,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.820076239,1712.390373,171,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.816489328,902.9901011,171,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.845562798,1326.149847,171,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,256,0.5,1,0.1,0.0005,0.785567986,2250.147776,171,
,,,,,,,,,,,0.815645907,171 平均值,171,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.803988589,746.2437967,76,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.819054388,499.2593007,76,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.840448086,602.5524436,76,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.809300095,368.8789381,76,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.1,0.0005,0.803302219,466.9922369,76,
,,,,,,,,,,,0.815218675,76 平均值,76,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.82193952,105.118394,1,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.824628821,112.5800246,1,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.785949695,214.9224216,1,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.828510441,121.9454855,1,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0,1,0.01,0,0.814399397,104.2304783,1,
,,,,,,,,,,,0.815085575,1 平均值,1,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.795276051,13693.79323,91,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.817129469,31758.68562,91,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.822832636,24670.72584,91,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.811286652,16755.01618,91,
4,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.827947348,16429.98529,91,
,,,,,,,,,,,0.814894431,91 平均值,91,
0,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.80206367,13764.96885,93,
1,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.829490558,8476.023006,93,
2,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.823994137,8699.517176,93,
3,fedgsl,gnn_fedgsl_gcn,1,cora,3,64,0.5,1,0.25,0.0005,0.820691019,2629.083058,93,
