seed,method,model,batch_size,datasets,client_num,hidden,dropout,local_updates,lr,weight_decay,test_acc,val_loss,group
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0.0005,0.786053936,3075.083881,46
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.1,0.0005,0.784163943,1155.888161,46
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0.0005,0.783735609,940.6424532,46
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0.0005,0.78210086,994.2536015,47
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0.0005,0.781150188,1148.971003,47
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0.0005,0.780306183,1190.109411,47
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0,0.780263715,13813.08091,47
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0.0005,0.779924845,5566.798715,47
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0.0005,0.776602257,6366.271666,48
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0.0005,0.774815896,6613.939006,48
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0.0005,0.772691904,4238.07529,48
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0,0.772348263,5126.651979,48
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0.0005,0.770779936,3531.47532,48
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0.0005,0.770200232,3083.748755,49
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0.0005,0.768741547,3481.333171,49
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.1,0.0005,0.768527131,1805.077271,49
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0.0005,0.767151985,2644.872976,49
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0.0005,0.76492033,2863.980363,49
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.1,0.0005,0.762661431,1862.207607,50
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0.0005,0.762099343,2817.720251,50
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0.0005,0.76164203,10253.26312,50
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0,0.761047916,3334.552156,50
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0.0005,0.760683782,2184.352333,50
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0.0005,0.760402944,3654.955191,51
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0,0.759883981,8754.885059,51
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0.0005,0.759409962,9541.356935,51
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0.0005,0.758697902,3672.342574,51
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0.0005,0.755299433,1187.490607,51
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0.0005,0.753869303,6967.86235,52
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0.0005,0.753533396,1274.388392,52
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0.0005,0.753480887,2681.525087,52
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.753291165,13762.65101,52
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0.0005,0.752902908,2912.59174,52
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0.0005,0.75222863,5658.929997,53
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.1,0.0005,0.751233753,868.9297605,53
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0.0005,0.749609955,1152.581992,53
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0.0005,0.749212811,11246.57201,53
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0.0005,0.74736645,2240.550825,53
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0.0005,0.747032109,2862.464352,54
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0.0005,0.746196008,8245.549059,54
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0,0.744704979,4331.599158,54
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.1,0,0.744664637,1038.092009,54
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0.0005,0.744412852,1025.987676,54
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0.0005,0.744121562,4874.659337,55
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0.0005,0.743856034,8794.291277,55
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.743084132,13140.45628,55
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0.0005,0.74092895,1427.106723,55
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0.0005,0.740072186,1828.169596,55
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0.0005,0.73944466,3541.810056,56
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0.0005,0.737445777,5486.581781,56
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0.0005,0.73319885,3750.078194,56
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0.0005,0.731501965,1304.133211,56
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0.0005,0.72799978,2172.561658,56
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0.0005,0.727540572,2746.887387,57
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0.0005,0.725617665,3178.003027,57
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0.0005,0.724871695,14001.69269,57
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0.0005,0.724616694,11132.71379,57
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0,0.722187498,3489.257441,57
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0.0005,0.721861473,5768.432592,58
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0.0005,0.720769885,2129.396898,58
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0.0005,0.714726397,1010.686946,58
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0,0.714272882,1095.604701,58
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0.0005,0.713357251,1024.346884,58
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0.0005,0.71303477,1293.139467,59
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0,0.710829787,838.3451536,59
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0.0005,0.710449687,2846.930884,59
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0,0.707434852,853.9662033,59
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.706775967,6394.500522,59
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.706224407,1268.049876,60
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.1,0.0005,0.705777801,1131.259192,60
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0,0.701661336,26195.45236,60
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0.0005,0.698989497,1602.484142,60
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0.0005,0.695800747,10586.08277,60
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0.0005,0.69492843,2888.51262,61
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.1,0.0005,0.693826304,1019.181801,61
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0.0005,0.690284613,1012.817564,61
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0,0.68793682,1029.458795,61
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0,0.685893405,2056.561529,61
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0.0005,0.685731995,964.696567,62
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0,0.684887007,7700.363587,62
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0.0005,0.682234095,2145.805953,62
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0,0.681197988,1887.112953,62
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0,0.680838128,1061.474066,62
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.1,0,0.679544471,2488.793926,63
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0.0005,0.679538546,1221.162303,63
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0,0.673394558,14583.794,63
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0,0.67188986,23549.48025,63
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0,0.670093617,23119.53852,63
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.669656638,9304.189835,64
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.1,0.0005,0.668108064,1166.922433,64
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0.0005,0.667612568,924.2003526,64
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.666787745,3408.207229,64
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0.0005,0.666208941,1516.248205,64
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0.0005,0.665900616,1192.653884,65
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.1,0,0.664590803,944.0873386,65
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0,0.662748325,10149.87111,65
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0.0005,0.661357955,4744.213017,65
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.1,0.0005,0.659983307,973.0486209,65
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0,0.659707495,7277.471233,66
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0.0005,0.658492352,1199.174396,66
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0.0005,0.65570593,987.212393,66
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0.0005,0.654723485,2008.210735,66
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.651833771,3992.565621,66
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0.0005,0.645735796,1139.490633,67
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.643231693,15782.582,67
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.641844116,1196.864726,67
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0.0005,0.641114852,1339.70645,67
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.1,0.0005,0.6355579,1738.551584,67
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.1,0.0005,0.627945514,1360.728258,68
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0,0.627219298,15141.71798,68
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0,0.626872959,5063.040228,68
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0,0.622797472,26113.63798,68
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0.0005,0.619632019,1190.424124,68
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0,0.619532174,2274.857879,69
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0,0.612685098,60257.7753,69
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0,0.605683183,1100.666264,69
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.1,0,0.598346778,1258.100691,69
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0,0.594036995,1809.848415,69
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.1,0.0005,0.588320527,1778.883016,70
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0,0.580682358,5381.655314,70
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.560197532,4353.093127,70
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0,0.556340015,1798.494695,70
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0,0.554926443,33267.41909,70
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.552943779,8484.19542,71
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0,0.546660843,5339.825561,71
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0,0.546517039,91367.08196,71
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0,0.544277734,22090.7684,71
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0,0.540983395,9237.871291,71
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0,0.534507679,14192.84574,72
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.527459783,49916.19536,72
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0,0.526600459,26530.25868,72
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.524169877,2093.04133,72
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0,0.519565142,7441.616711,72
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.51634718,4287.922674,73
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0,0.512558571,58927.76282,73
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0,0.511800509,3184.887216,73
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0,0.51054988,6725.016252,73
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.1,0,0.510132327,1130.395308,73
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0,0.508970529,7026.365462,74
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0,0.50873891,7166.525067,74
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0,0.505603018,3669.292258,74
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0,0.504167365,24266.27703,74
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0,1,0.25,0,0.503574489,2764.614501,74
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.503044417,6563.773231,75
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0,0.501761297,84839.31012,75
0,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0,0.501068662,15576.58159,75
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0,0.500843052,28660.56326,75
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0,1,0.25,0,0.50004177,3680.71233,75
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,64,0.5,1,0.25,0,0.50004177,7603.958103,76
1,fedgsl,gnn_fedgsl_gcn,1,pubmed,3,256,0.5,1,0.25,0,0.50004177,34752.89837,76
