seed,method,model,batch_size,datasets,client_num,hidden,dropout,local_updates,lr,weight_decay,test_acc,val_loss,group
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.679489774,634353.1021,43
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.691133423,528944.817,43
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.683773198,361065.9718,43
,,,,,,,,,,,0.689241181,43 平均值,43
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.725223808,17235.99828,44
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.695750218,120914.1246,44
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.71636526,68487.12746,44
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.713479527,19292.69627,44
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.711944652,88896.54575,44
,,,,,,,,,,,0.712552693,44 平均值,44
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.733407915,34635.81394,45
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.713491697,59391.99511,45
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.738890263,15739.51306,45
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.744649558,41710.70349,45
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.68996142,100324.3797,45
,,,,,,,,,,,0.724080171,45 平均值,45
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.694193541,159799.3687,46
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.712797992,52244.89796,46
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.712653108,228061.9831,46
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.680605354,239733.9254,46
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.676491197,475156.8683,46
,,,,,,,,,,,0.695348239,46 平均值,46
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.723811409,286617.7946,47
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.726783066,153379.8885,47
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.708485065,136567.0922,47
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.68965497,927547.7118,47
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0,1,0.25,0.0005,0.694274347,447300.6864,47
,,,,,,,,,,,0.708601771,47 平均值,47
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.793561068,295.4407134,48
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.77886242,303.743746,48
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.777033264,295.6557027,48
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.787995378,190.9335053,48
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.77191637,336.8687744,48
,,,,,,,,,,,0.7818737,48 平均值,48
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.773240307,291.0047919,49
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.730720907,215.7028076,49
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.762825083,165.9419344,49
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.763952833,346.0271701,49
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.774566826,202.4088427,49
,,,,,,,,,,,0.761061191,49 平均值,49
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.787117655,212.9619597,50
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.769503772,218.0674675,50
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.786936219,155.1471093,50
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.770589851,219.2285831,50
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.766966161,208.1586024,50
,,,,,,,,,,,0.776222732,50 平均值,50
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.775932434,221.065433,51
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.787090735,231.4712451,51
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.770744367,309.057739,51
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.787174078,218.0509801,51
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.790464398,307.5296694,51
,,,,,,,,,,,0.782281202,51 平均值,51
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.767816963,153.6887559,52
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.759005205,193.385217,52
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.774108397,232.409122,52
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.776199794,195.6497696,52
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.800534038,227.0920655,52
,,,,,,,,,,,0.77553288,52 平均值,52
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.785487269,166.4617928,53
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.75857116,168.4712418,53
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.754385829,161.8092234,53
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.768307431,184.5598635,53
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.77194329,341.8598597,53
,,,,,,,,,,,0.767738996,53 平均值,53
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.778707904,211.3946603,54
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.781834076,209.2118015,54
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.787370265,217.7460202,54
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.773394823,178.9192257,54
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.76029964,212.8637292,54
,,,,,,,,,,,0.776321342,54 平均值,54
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.7536062,232.629994,55
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.731289598,268.8138857,55
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.741207304,284.3500608,55
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.765011991,187.8040005,55
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0,0.732044844,213.3330688,55
,,,,,,,,,,,0.744631987,55 平均值,55
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.794926677,300.1258123,56
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.778791246,255.3081187,56
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.77693517,302.2422019,56
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.766460942,248.4132818,56
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.768008031,241.7927557,56
,,,,,,,,,,,0.777024413,56 平均值,56
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.776351728,193.2059715,57
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.742028605,166.7818994,57
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.763464947,186.1652489,57
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.773353151,350.1526102,57
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.782500861,311.6153713,57
,,,,,,,,,,,0.767539858,57 平均值,57
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.781370529,221.5145723,58
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.766755223,226.9394109,58
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.770464837,170.504885,58
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.768165084,227.7646315,58
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.749599768,228.2664647,58
,,,,,,,,,,,0.767271088,58 平均值,58
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.762655816,166.1231362,59
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.783756206,241.2816671,59
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.77611387,314.2510492,59
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.792570501,227.0752695,59
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.762055086,238.750289,59
,,,,,,,,,,,0.775430296,59 平均值,59
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.763688054,170.5607853,60
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.780340872,306.8299866,60
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.761709502,243.1601421,60
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.772794092,157.9846754,60
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.796321787,236.1034937,60
,,,,,,,,,,,0.774970862,60 平均值,60
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.762096757,216.5566629,61
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.736936094,214.2308101,61
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.743144185,165.1345444,61
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.781218595,159.7675607,61
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.773603179,345.9085958,61
,,,,,,,,,,,0.759399762,61 平均值,61
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.779752311,220.5243766,62
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.773269809,219.5493538,62
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.782863733,227.0038888,62
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.764705542,191.6133605,62
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.741749075,234.9403028,62
,,,,,,,,,,,0.768468094,62 平均值,62
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.738622903,178.3982424,63
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.756840098,178.3635191,63
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.751428923,241.5376609,63
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.775988856,304.7550146,63
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.01,0.0005,0.754231313,186.9572632,63
,,,,,,,,,,,0.755422419,63 平均值,63
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.711635621,2764.664017,64
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.720425577,4613.903488,64
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.709436543,3258.949321,64
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.672614897,2056.436727,64
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.705530741,1581.919477,64
,,,,,,,,,,,0.703928676,64 平均值,64
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.701360161,3941.600489,65
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.718363682,1907.436649,65
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.720187719,4440.670135,65
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.711346459,3806.54534,65
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.711917732,2893.685035,65
,,,,,,,,,,,0.712635151,65 平均值,65
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.716183824,7153.060153,66
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.75859808,5985.524071,66
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.718917622,6078.290195,66
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.702796943,2587.97102,66
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.715166336,4094.910253,66
,,,,,,,,,,,0.722332561,66 平均值,66
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.73352076,4621.146228,67
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.733187345,4185.140737,67
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.728359612,4358.381519,67
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.729938741,6736.968931,67
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.747859073,6476.619616,67
,,,,,,,,,,,0.734573106,67 平均值,67
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.722585566,254.5395814,68
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.717385329,4738.297114,68
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.72077628,1831.736151,68
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.721779016,731.0600746,68
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.705405728,4344.771826,68
,,,,,,,,,,,0.717586384,68 平均值,68
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.683871292,7401.431092,69
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.722588103,1478.146522,69
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.697287675,3811.93662,69
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.700663875,4529.723963,69
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.707970259,3628.904636,69
,,,,,,,,,,,0.702476241,69 平均值,69
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.717882847,4405.468349,70
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.706477055,3699.694248,70
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.717091049,6478.735716,70
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.748680374,2710.369632,70
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.712643476,4868.08876,70
,,,,,,,,,,,0.72055496,70 平均值,70
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.674819094,3836.850702,71
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.724831479,1981.199306,71
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.723490208,2923.856119,71
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.728472457,6246.764919,71
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0,0.685638906,8933.350022,71
,,,,,,,,,,,0.707450429,71 平均值,71
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.728710315,364.8828103,72
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.650283544,723.8893723,72
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.667061376,497.8047889,72
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.681595922,412.5898708,72
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.638806579,1897.107391,72
,,,,,,,,,,,0.673291547,72 平均值,72
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.669670161,980.818608,73
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.66877515,1253.460393,73
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.61547249,1137.888487,73
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.724512815,442.7961793,73
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.744066116,775.2205954,73
,,,,,,,,,,,0.684499346,73 平均值,73
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.595124808,879.244561,74
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.554632682,2588.173332,74
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.640799883,2193.918353,74
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.649741773,1324.364666,74
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.659320991,1670.316632,74
,,,,,,,,,,,0.619924027,74 平均值,74
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.603742961,2463.746156,75
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.640299783,1837.29798,75
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.622489713,1725.686897,75
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.586795862,962.7382482,75
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.595639659,2429.019216,75
,,,,,,,,,,,0.609793595,75 平均值,75
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.629698004,716.4498217,76
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.6273835,1043.240135,76
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.626586582,500.4876466,76
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.628121458,1126.183951,76
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.593533511,1011.313918,76
,,,,,,,,,,,0.621064611,76 平均值,76
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.623311013,1164.116164,77
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.645235241,1093.273124,77
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.734136241,817.3253144,77
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.651747246,1293.055845,77
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.625723611,1242.037851,77
,,,,,,,,,,,0.65603067,77 平均值,77
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.590704201,1125.285568,78
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.551205179,1762.179044,78
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.56817666,3196.392097,78
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.565474901,4167.619472,78
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.547326297,911.4190231,78
,,,,,,,,,,,0.564577447,78 平均值,78
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.582547013,1318.941414,79
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.659683863,3664.306854,79
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.701453136,1193.931785,79
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.596353233,954.9831865,79
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.1,0.0005,0.61428578,1213.227313,79
,,,,,,,,,,,0.630864605,79 平均值,79
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.584424935,11226.03291,80
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.64322465,8458.086262,80
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.659267106,12302.34871,80
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.620243845,8117.275476,80
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.686450574,11434.59881,80
,,,,,,,,,,,0.638722222,80 平均值,80
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.623617463,19819.23299,81
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.680325825,17158.46556,81
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.702208382,13783.21082,81
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.623676467,10439.84661,81
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.666531819,23614.68021,81
,,,,,,,,,,,0.659271991,81 平均值,81
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.643548432,62717.24797,82
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.601928556,57748.59251,82
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.655027934,134262.4572,82
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.569348619,30804.87632,82
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.538276681,75289.16065,82
,,,,,,,,,,,0.601626044,82 平均值,82
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.456942377,17249.50671,83
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.652485204,60283.67278,83
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.672350119,39059.73177,83
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.560652288,23794.82672,83
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.691832247,30330.90746,83
,,,,,,,,,,,0.606852447,83 平均值,83
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.666635032,11406.31838,84
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.697371017,8917.980783,84
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.6563102,51957.9027,84
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.658583033,26162.57528,84
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.648655694,22676.31325,84
,,,,,,,,,,,0.665510995,84 平均值,84
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.483703969,7747.29414,85
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.690915435,12993.41773,85
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.587776752,7914.010299,85
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.68300832,9128.403918,85
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,64,0.5,1,0.25,0,0.717230813,25456.72305,85
,,,,,,,,,,,0.632527058,85 平均值,85
